nama_media,website
suaraindonews.com,http://suaraindonews.com
matabangsa.com,matabangsa.com
inimedanbung.com,www.inimedanbung.com
hariansilampari.co.id (Silampari Online),www.hariansilampari.co.id
indosport.com,www.indosport.com
Analisadaily.com,www.analisadaily.com
radarkudus.jawapos.com,www.radarkudus.co.id; www.radarkudus.jawapos.com
medanposonline.com,www.medanposonline.com
radarlombok.co.id,www.radarlombok.co.id
radarsukabumi.com,radarsukabumi.com
mediasumutku.com,www.mediasumutku.com
radarpekalongan.co.id,www.radarpekalongan.co.id
mediaapakabar.com,www.mediaapakabar.com
Koransatu.id,Koransatu.id
Haluansumatera.com,https://haluansumatera.com/
ekspresnews.com,www.ekspresnews.com
Kabarsumbar.com,www.kabarsumbar.com
Detak-Palembang.com,DETAK-PALEMBANG.COM
mimbarumum.co.id,www.mimbarumum.co.id
Palpos.id,palpos.id
scientia.id,www.scientia.id
mentawaikita.com,www.mentawaikita.com
tobasatu.com,www.tobasatu.com
Figurnews.com,www.figurnews.com
sukabumiupdate.com,https://sukabumiupdate.com/
minangkabaunews.com,https://minangkabaunews.com
liputansumsel.com,liputansumsel.com
Haluanbanten.co.id,www.haluanbanten.co.id
pontas.id,www.pontas.id
asarpua.com,asarpua.com
Cirebonbagus.id,cirebonbagus.id
padangmedia.com,www.padangmedia.com
radarkediri.id,radarkediri.id
topsumbar.co.id,Topsumbar.co.id
Lintasmedan.com,www.Lintasmedan.com
Nawacitapost.com,www.nawacitapost.com
tribunjogja.com,jogja.tribunnews.com
biem.co,www.biem.co
satubanten.com,www.satubanten.com
inimedan.com,www.inimedan.com
Urbanasia.com,www.urbanasia.com
persepsi.co.id,www.persepsi.co.id
radarsolo.id,radarsolo.id
detakbanten.com,www.detakbanten.com
beritasatu.com,beritasatu.com
ceknricek.com,https://ceknricek.com
waspada.co.id,www.waspada.co.id
intipos.com,www.intipos.com
Progres.id,www.progres.id
agtvnews.com,https://agtvnews.com
carapandang.com,https://carapandang.com/
afederasi.com,www.afederasi.com
harianterbit.com,www.harianterbit.com
www.berandang.com,www.berandang.com
koranmemo.com,www.koranmemo.com
teropongsenayan.com,https://www.teropongsenayan.com
VISI.NEWS,VISI.NEWS
FaktualNews.co,https://faktualnews.co
Kabardaerah.com,www.kabardaerah.com
dara.co.id (daulatrakyat),https://www.dara.co.id
terabasnews.com,www.terabasnews.com
tagar.id,www.tagar.id
langgam.id,langgam.id
mediakendari.com,https://mediakendari.com
rubriksultra.com,www.rubriksultra.com
Padangkita.com,www.padangkita.com
harianhaluan.com,www.harianhaluan.com
Prokalteng.co,https://prokalteng.co
wartaniaga.com,wartaniaga.com
metrokalimantan.com,metrokalimantan.com
bakabar.com,www.bakabar.com
Klikkalsel.com,www.klikkalsel.com
kesatu.co,www.kesatu.co
indolinear.com,https://indolinear.com
Tribunlampung.co.id,Tribunlampung.co.id
rasio.co,rasio.co
barakata.id,barakata.id
dayaknews.com,https://dayaknews.com
sindonews.com,sindonews.com
kaganga.com,kaganga.com / kaganganews@gmail.com
www.smnnews.co.id,www.smnnews.co.id
Swarnanews.co.id,www.swarnanews.co.id
Pelitasumsel.com,Www.pelitasumsel.com
GoSumsel.com,www.gosumsel.com
Tatiye.id,www.tatiye.id
intens.news,www.intens.news
read.id,https://read.id
narasi.tv,www.narasi.tv
katakepri.com,katakepri.com
terkininews.com,www.terkininews.com
deltakepri.co.id,http://deltakepri.co.id/
semangatnews.com,www.semangatnews.com
topsatu.com,topsatu.com
gopos.id,https://gopos.id/
pijarkepri.com,https://pijarkepri.com/
Realitakini.com,www.realitakini.com
60dtk.com,60dtk.com
Alinea.id,Alinea.id
utamapost.co.id,www.utamapost.co.id
MEDGO.ID,www.medgo.id
metropolis.co.id,Redaksimetropolis1@gmail.com
lampungvisual.com,https://lampungvisual.com
nenemonews.com,nenemonews.com
palpres.com,palpres.com
playworld.id,https://playworld.id/
bengkulutoday.com,www.bengkulutoday.com
waspada.id,waspada.id
siagaonline.com,www.siagaonline.com
metropadang.com,http://www.metropadang.com
Batamxinwen.com,www.batamxinwen.com
kabarpublik.id,www.kabarpublik.id
rakyatbengkulu.com,www.harianrakyatbengkulu.com
siberklik.com,https://siberklik.com
bencoolentimes.com,bencoolentimes@gmail.com
Medanbisnisdaily.com,http://www.medanbisnisdaily.com
acehtrend.com,https://www.acehtrend.com/
infobanua.co.id,http://infobanua.co.id
marwahkepri.com,www.marwahkepri.com
uzone.id,www.uzone.id
lintaslampung.com,www.lintaslampung.com
Minangsatu.com,www.minangsatu.com
Pinterpolitik.com,www.pinterpolitik.com
Tirto.id,www.tirto.id
SUARAMERDEKA.COM,www.suaramerdeka.com
Suara.com,https://www.suara.com/
Ipotnews,"https://ipotnews.com, atau indopremier.com/ipotnews/"
SUMATERAPOST.CO,https://sumaterapost.co/
bisnisbandung.com,Bisnisbandung.com
TangerangOnline.id,https://tangerangonline.id/
beritabali.com,www.beritabali.com
detik.com,www.detik.com
batampos.co.id,batampos.co.id
kabarbatam.com,www.kabarbatam.com
lenterasultra.com,redaksilentera29@gmail.com
TribunJabar.id,https://jabar.tribunnews.com/
SultraKini.com,www.sultrakini.com
Law-Justice.co,law-justice.co
tribun-bali.com,www.tribun-bali.com
Jambiupdate.co,jambiupdate.co
Beritamusi.co.id,www.beritamusi.co.id
mattanews.co,www.mattanews.co
JARRAKPOS.com,www.jarrakpos.com
Rakyatku.com,WWW.Rakyatku.com
jabarnews.com,www.jabarnews.com
Suarakalbar.co.id,www.suarakalbar.co.id
inilahkoran.id,www.inilahkoran.id
Pariamantoday.com,www.pariamantoday.com
bertuahpos.com,www.bertuahpos.com
laraspostonline.com,www.laraspostonline.com
Beritakini.co,WWW.BERITAKINI.CO
Beritaterbit.com,https://www.beritaterbit.com/
klikpositif.com,www.klikpositif.com
jodanews.com,www.jodanews.com
kordanews.com,http://kordanews.com
bengkuluinteraktif.com,https://www.bengkuluinteraktif.com/
Potretnews.com,www.potretnews.com
Galamedianews.com,wartawangm@gmail.com
